taxi_id,trajectory_id,timestamp,source_point,target_point,date_depart
20000048,1389092934620000048,2014-01-07 11:08:54,POINT(-8.628687 41.169798),POINT(-8.670141 41.237037),2014-01-07 11:08:54
20000128,1389096406620000128,2014-01-07 12:06:46,POINT(-8.608752 41.147721),POINT(-8.627697 41.15763),2014-01-07 12:06:46
20000594,1389093374620000594,2014-01-07 11:16:14,POINT(-8.627058 41.151969),POINT(-8.607123 41.122449),2014-01-07 11:16:14
20000388,1389097568620000388,2014-01-07 12:26:08,POINT(-8.665047 41.15376),POINT(-8.628192 41.156568),2014-01-07 12:26:08
20000678,1389096487620000678,2014-01-07 12:08:07,POINT(-8.607582 41.162301),POINT(-8.659827 41.160069),2014-01-07 12:08:07
20000514,1389094815620000514,2014-01-07 11:40:15,POINT(-8.592624 41.165244),POINT(-8.600418 41.181561),2014-01-07 11:40:15
20000349,1389096684620000349,2014-01-07 12:11:24,POINT(-8.649153 41.149602),POINT(-8.670231 41.237577),2014-01-07 12:11:24
20000319,1389098356620000319,2014-01-07 12:39:16,POINT(-8.607096 41.150349),POINT(-8.620065 41.146839),2014-01-07 12:39:16
20000454,1388965194620000454,2014-01-05 23:39:54,POINT(-8.628048 41.157432),POINT(-8.656092 41.174973),2014-01-05 23:39:54
20000389,1389093769620000389,2014-01-07 11:22:49,POINT(-8.61579 41.165883),POINT(-8.622234 41.147721),2014-01-07 11:22:49
20000403,1389096817620000403,2014-01-07 12:13:37,POINT(-8.668359 41.187015),POINT(-8.619993 41.14683),2014-01-07 12:13:37
20000432,1389091805620000432,2014-01-07 10:50:05,POINT(-8.620182 41.129532),POINT(-8.610111 41.154894),2014-01-07 10:50:05
20000067,1389091879620000067,2014-01-07 10:51:19,POINT(-8.603046 41.168565),POINT(-8.610219 41.149764),2014-01-07 10:51:19
20000047,1389095897620000047,2014-01-07 11:58:17,POINT(-8.625879 41.157324),POINT(-8.610732 41.146074),2014-01-07 11:58:17
20000126,1389094471620000126,2014-01-07 11:34:31,POINT(-8.630748 41.154912),POINT(-8.611281 41.146137),2014-01-07 11:34:31
20000084,1389096198620000084,2014-01-07 12:03:18,POINT(-8.628156 41.157405),POINT(-8.608131 41.148324),2014-01-07 12:03:18
20000089,1389098286620000089,2014-01-07 12:38:06,POINT(-8.619849 41.148),POINT(-8.64711 41.154282),2014-01-07 12:38:06
20000483,1389092077620000483,2014-01-07 10:54:37,POINT(-8.619984 41.146857),POINT(-8.526915 41.147613),2014-01-07 10:54:37
20000513,1389095626620000513,2014-01-07 11:53:46,POINT(-8.600031 41.182686),POINT(-8.639244 41.183379),2014-01-07 11:53:46
20000254,1389096852620000254,2014-01-07 12:14:12,POINT(-8.649711 41.167503),POINT(-8.629749 41.156622),2014-01-07 12:14:12
20000624,1389097677620000624,2014-01-07 12:27:57,POINT(-8.619876 41.147991),POINT(-8.589852 41.148063),2014-01-07 12:27:57
20000515,1389098464620000515,2014-01-07 12:41:04,POINT(-8.610318 41.152014),POINT(-8.627184 41.152482),2014-01-07 12:41:04
20000577,1389098851620000577,2014-01-07 12:47:31,POINT(-8.598717 41.168268),POINT(-8.607825 41.147847),2014-01-07 12:47:31
20000651,1389098088620000651,2014-01-07 12:34:48,POINT(-8.670924 41.155776),POINT(-8.679564 41.179167),2014-01-07 12:34:48
20000271,1389098456620000271,2014-01-07 12:40:56,POINT(-8.622864 41.146668),POINT(-8.606385 41.154822),2014-01-07 12:40:56
20000400,1389099583620000400,2014-01-07 12:59:43,POINT(-8.589456 41.169654),POINT(-8.624628 41.157162),2014-01-07 12:59:43
20000160,1389094958620000160,2014-01-07 11:42:38,POINT(-8.58564 41.148549),POINT(-8.62875 41.194377),2014-01-07 11:42:38
20000465,1389094733620000465,2014-01-07 11:38:53,POINT(-8.639685 41.159763),POINT(-8.618967 41.141655),2014-01-07 11:38:53
20000172,1389090946620000172,2014-01-07 10:35:46,POINT(-8.680455 41.155551),POINT(-8.622207 41.158917),2014-01-07 10:35:46
20000101,1389099326620000101,2014-01-07 12:55:26,POINT(-8.654841 41.153247),POINT(-8.628246 41.161284),2014-01-07 12:55:26
20000051,1389096963620000051,2014-01-07 12:16:03,POINT(-8.602857 41.179644),POINT(-8.607699 41.147784),2014-01-07 12:16:03
20000198,1389099089620000198,2014-01-07 12:51:29,POINT(-8.569701 41.166099),POINT(-8.652915 41.181543),2014-01-07 12:51:29
20000387,1389097461620000387,2014-01-07 12:24:21,POINT(-8.644167 41.158944),POINT(-8.604 41.161284),2014-01-07 12:24:21
20000032,1389094589620000032,2014-01-07 11:36:29,POINT(-8.607132 41.144553),POINT(-8.586099 41.148351),2014-01-07 11:36:29
20000217,1389095049620000217,2014-01-07 11:44:09,POINT(-8.676981 41.151807),POINT(-8.65512 41.156145),2014-01-07 11:44:09
20000330,1389095666620000330,2014-01-07 11:54:26,POINT(-8.662527 41.164245),POINT(-8.601849 41.164164),2014-01-07 11:54:26
20000419,1389096377620000419,2014-01-07 12:06:17,POINT(-8.620182 41.147613),POINT(-8.674038 41.153949),2014-01-07 12:06:17
20000605,1389095592620000605,2014-01-07 11:53:12,POINT(-8.608698 41.14782),POINT(-8.641044 41.144292),2014-01-07 11:53:12
20000540,1389094498620000540,2014-01-07 11:34:58,POINT(-8.606466 41.144661),POINT(-8.624142 41.148126),2014-01-07 11:34:58
20000272,1389093249620000272,2014-01-07 11:14:09,POINT(-8.62119 41.16105),POINT(-8.625447 41.097591),2014-01-07 11:14:09
20000098,1389096326620000098,2014-01-07 12:05:26,POINT(-8.582535 41.180445),POINT(-8.612631 41.148189),2014-01-07 12:05:26
20000426,1389098685620000426,2014-01-07 12:44:45,POINT(-8.617608 41.146173),POINT(-8.619453 41.149827),2014-01-07 12:44:45
20000612,1389098714620000612,2014-01-07 12:45:14,POINT(-8.625987 41.15736),POINT(-8.643537 41.154723),2014-01-07 12:45:14
20000484,1389099816620000484,2014-01-07 13:03:36,POINT(-8.649405 41.154354),POINT(-8.628228 41.169807),2014-01-07 13:03:36
20000517,1389095266620000517,2014-01-07 11:47:46,POINT(-8.611596 41.14926),POINT(-8.606196 41.144382),2014-01-07 11:47:46
20000488,1389096856620000488,2014-01-07 12:14:16,POINT(-8.61219 41.172795),POINT(-8.582166 41.18076),2014-01-07 12:14:16
20000658,1389095699620000658,2014-01-07 11:54:59,POINT(-8.619858 41.147982),POINT(-8.612352 41.164614),2014-01-07 11:54:59
20000002,1389098952620000002,2014-01-07 12:49:12,POINT(-8.604153 41.161122),POINT(-8.58852 41.170959),2014-01-07 12:49:12
20000001,1389095771620000001,2014-01-07 11:56:11,POINT(-8.584308 41.163156),POINT(-8.641584 41.144211),2014-01-07 11:56:11
20000346,1389091535620000346,2014-01-07 10:45:35,POINT(-8.667423 41.148963),POINT(-8.681841 41.184648),2014-01-07 10:45:35
20000508,1389086151620000508,2014-01-07 09:15:51,POINT(-8.618103 41.163606),POINT(-8.681373 41.159493),2014-01-07 09:15:51
20000286,1389097710620000286,2014-01-07 12:28:30,POINT(-8.61102 41.145633),POINT(-8.652798 41.161986),2014-01-07 12:28:30
20000324,1389094600620000324,2014-01-07 11:36:40,POINT(-8.613279 41.154444),POINT(-8.612442 41.148162),2014-01-07 11:36:40
20000529,1389098467620000529,2014-01-07 12:41:07,POINT(-8.648046 41.154867),POINT(-8.63955 41.159547),2014-01-07 12:41:07
20000271,1389100276620000271,2014-01-07 13:11:16,POINT(-8.608977 41.147856),POINT(-8.625906 41.15736),2014-01-07 13:11:16
20000588,1389099049620000588,2014-01-07 12:50:49,POINT(-8.606484 41.144715),POINT(-8.635923 41.140584),2014-01-07 12:50:49
20000653,1389099654620000653,2014-01-07 13:00:54,POINT(-8.63055 41.154741),POINT(-8.64504 41.157747),2014-01-07 13:00:54
20000243,1389035022620000243,2014-01-06 19:03:42,POINT(-8.574651 41.157027),POINT(-8.606367 41.165658),2014-01-06 19:03:42
20000440,1389092359620000440,2014-01-07 10:59:19,POINT(-8.599284 41.149197),POINT(-8.647245 41.154219),2014-01-07 10:59:19
20000391,1389098695620000391,2014-01-07 12:44:55,POINT(-8.61984 41.148036),POINT(-8.561682 41.177961),2014-01-07 12:44:55
20000030,1389093681620000030,2014-01-07 11:21:21,POINT(-8.600049 41.182722),POINT(-8.511561 41.16411),2014-01-07 11:21:21
20000460,1389098596620000460,2014-01-07 12:43:16,POINT(-8.586027 41.148972),POINT(-8.614467 41.149944),2014-01-07 12:43:16
20000279,1389097746620000279,2014-01-07 12:29:06,POINT(-8.669466 41.157639),POINT(-8.680302 41.16078),2014-01-07 12:29:06
20000131,1389093781620000131,2014-01-07 11:23:01,POINT(-8.618994 41.156262),POINT(-8.609724 41.161149),2014-01-07 11:23:01
20000226,1389099310620000226,2014-01-07 12:55:10,POINT(-8.619831 41.148027),POINT(-8.657694 41.148918),2014-01-07 12:55:10
20000395,1389093191620000395,2014-01-07 11:13:11,POINT(-8.647884 41.176611),POINT(-8.677638 41.157603),2014-01-07 11:13:11
20000337,1389096616620000337,2014-01-07 12:10:16,POINT(-8.612235 41.172759),POINT(-8.599248 41.165424),2014-01-07 12:10:16
20000367,1389094964620000367,2014-01-07 11:42:44,POINT(-8.609535 41.151249),POINT(-8.614962 41.238054),2014-01-07 11:42:44
20000158,1389083401620000158,2014-01-07 08:30:01,POINT(-8.637624 41.182182),POINT(-8.609112 41.147982),2014-01-07 08:30:01
20000051,1389100382620000051,2014-01-07 13:13:02,POINT(-8.610903 41.145597),POINT(-8.627877 41.156253),2014-01-07 13:13:02
20000146,1389094813620000146,2014-01-07 11:40:13,POINT(-8.630082 41.157441),POINT(-8.613648 41.14827),2014-01-07 11:40:13
20000021,1389098158620000021,2014-01-07 12:35:58,POINT(-8.602893 41.179626),POINT(-8.61174 41.172723),2014-01-07 12:35:58
20000013,1389096504620000013,2014-01-07 12:08:24,POINT(-8.611074 41.149395),POINT(-8.620074 41.14683),2014-01-07 12:08:24
20000565,1389097152620000565,2014-01-07 12:19:12,POINT(-8.609418 41.177286),POINT(-8.654265 41.180931),2014-01-07 12:19:12
20000468,1389096042620000468,2014-01-07 12:00:42,POINT(-8.665623 41.17068),POINT(-8.599392 41.174667),2014-01-07 12:00:42
20000329,1389093141620000329,2014-01-07 11:12:21,POINT(-8.63352 41.178222),POINT(-8.625051 41.158071),2014-01-07 11:12:21
20000423,1389096565620000423,2014-01-07 12:09:25,POINT(-8.60697 41.150304),POINT(-8.592426 41.146605),2014-01-07 12:09:25
20000621,1389098648620000621,2014-01-07 12:44:08,POINT(-8.606745 41.160969),POINT(-8.599851 41.162535),2014-01-07 12:44:08
20000053,1389093588620000053,2014-01-07 11:19:48,POINT(-8.582319 41.180589),POINT(-8.588961 41.185413),2014-01-07 11:19:48
20000359,1389087544620000359,2014-01-07 09:39:04,POINT(-8.658225 41.146821),POINT(-8.621019 41.154057),2014-01-07 09:39:04
20000361,1389092853620000361,2014-01-07 11:07:33,POINT(-8.610903 41.145696),POINT(-8.625312 41.148639),2014-01-07 11:07:33
20000239,1389098663620000239,2014-01-07 12:44:23,POINT(-8.619885 41.148027),POINT(-8.606151 41.144463),2014-01-07 12:44:23
20000697,1389098413620000697,2014-01-07 12:40:13,POINT(-8.626239 41.156649),POINT(-8.591319 41.166981),2014-01-07 12:40:13
20000140,1389095856620000140,2014-01-07 11:57:36,POINT(-8.621073 41.161005),POINT(-8.621028 41.154147),2014-01-07 11:57:36
20000352,1389095805620000352,2014-01-07 11:56:45,POINT(-8.604045 41.182551),POINT(-8.62434 41.157108),2014-01-07 11:56:45
20000507,1389099718620000507,2014-01-07 13:01:58,POINT(-8.613207 41.15448),POINT(-8.620938 41.166306),2014-01-07 13:01:58
20000066,1389099018620000066,2014-01-07 12:50:18,POINT(-8.570592 41.164533),POINT(-8.593506 41.157729),2014-01-07 12:50:18
20000669,1389096010620000669,2014-01-07 12:00:10,POINT(-8.63991 41.159754),POINT(-8.663544 41.177484),2014-01-07 12:00:10
20000230,1389093853620000230,2014-01-07 11:24:13,POINT(-8.600031 41.182704),POINT(-8.612712 41.169366),2014-01-07 11:24:13
20000342,1389094679620000342,2014-01-07 11:37:59,POINT(-8.628714 41.169807),POINT(-8.622027 41.235948),2014-01-07 11:37:59
20000205,1389087398620000205,2014-01-07 09:36:38,POINT(-8.602155 41.150295),POINT(-8.602209 41.150457),2014-01-07 09:36:38
20000331,1389091515620000331,2014-01-07 10:45:15,POINT(-8.608725 41.147829),POINT(-8.612631 41.169393),2014-01-07 10:45:15
20000682,1389098321620000682,2014-01-07 12:38:41,POINT(-8.600094 41.182677),POINT(-8.610291 41.178681),2014-01-07 12:38:41
20000686,1389098454620000686,2014-01-07 12:40:54,POINT(-8.599203 41.149152),POINT(-8.61102 41.1453),2014-01-07 12:40:54
20000618,1389093055620000618,2014-01-07 11:10:55,POINT(-8.600112 41.182722),POINT(-8.663805 41.177142),2014-01-07 11:10:55
20000541,1389099210620000541,2014-01-07 12:53:30,POINT(-8.585721 41.148549),POINT(-8.612991 41.140341),2014-01-07 12:53:30
20000195,1389094692620000195,2014-01-07 11:38:12,POINT(-8.613981 41.141268),POINT(-8.632845 41.11056),2014-01-07 11:38:12
20000167,1389097776620000167,2014-01-07 12:29:36,POINT(-8.589267 41.169663),POINT(-8.604306 41.160735),2014-01-07 12:29:36
20000113,1389092841620000113,2014-01-07 11:07:21,POINT(-8.585604 41.148576),POINT(-8.531172 41.149287),2014-01-07 11:07:21
20000011,1389095401620000011,2014-01-07 11:50:01,POINT(-8.584479 41.160699),POINT(-8.608842 41.158197),2014-01-07 11:50:01
20000173,1389097397620000173,2014-01-07 12:23:17,POINT(-8.605179 41.161914),POINT(-8.584929 41.160771),2014-01-07 12:23:17
20000129,1389097898620000129,2014-01-07 12:31:38,POINT(-8.619876 41.148072),POINT(-8.651754 41.159169),2014-01-07 12:31:38
20000594,1389099913620000594,2014-01-07 13:05:13,POINT(-8.617626 41.1462),POINT(-8.625303 41.15736),2014-01-07 13:05:13
20000187,1389099039620000187,2014-01-07 12:50:39,POINT(-8.582625 41.18067),POINT(-8.609301 41.16249),2014-01-07 12:50:39
20000665,1389091550620000665,2014-01-07 10:45:50,POINT(-8.613396 41.154399),POINT(-8.635761 41.140683),2014-01-07 10:45:50
20000314,1389095970620000314,2014-01-07 11:59:30,POINT(-8.608131 41.170239),POINT(-8.604315 41.18256),2014-01-07 11:59:30
20000429,1389097874620000429,2014-01-07 12:31:14,POINT(-8.628291 41.157369),POINT(-8.62938 41.179059),2014-01-07 12:31:14
20000492,1389099893620000492,2014-01-07 13:04:53,POINT(-8.649423 41.154372),POINT(-8.617599 41.146182),2014-01-07 13:04:53
20000482,1389091595620000482,2014-01-07 10:46:35,POINT(-8.604819 41.161104),POINT(-8.596863 41.137695),2014-01-07 10:46:35
20000389,1389100018620000389,2014-01-07 13:06:58,POINT(-8.639397 41.163048),POINT(-8.676954 41.153679),2014-01-07 13:06:58
20000023,1389037915620000023,2014-01-06 19:51:55,POINT(-8.610993 41.145435),POINT(-8.608932 41.146812),2014-01-06 19:51:55
20000458,1389091981620000458,2014-01-07 10:53:01,POINT(-8.608671 41.147658),POINT(-8.599842 41.152572),2014-01-07 10:53:01
20000310,1389098006620000310,2014-01-07 12:33:26,POINT(-8.585748 41.148729),POINT(-8.603361 41.179959),2014-01-07 12:33:26
20000144,1389097776620000144,2014-01-07 12:29:36,POINT(-8.610894 41.145714),POINT(-8.650116 41.154228),2014-01-07 12:29:36
20000108,1389098148620000108,2014-01-07 12:35:48,POINT(-8.632386 41.16438),POINT(-8.598528 41.179284),2014-01-07 12:35:48
20000419,1389100564620000419,2014-01-07 13:16:04,POINT(-8.676009 41.154624),POINT(-8.620065 41.129613),2014-01-07 13:16:04
20000215,1389097403620000215,2014-01-07 12:23:23,POINT(-8.606529 41.144571),POINT(-8.63028 41.158584),2014-01-07 12:23:23
20000083,1389095824620000083,2014-01-07 11:57:04,POINT(-8.623008 41.150808),POINT(-8.628165 41.156289),2014-01-07 11:57:04
20000435,1389062415620000435,2014-01-07 02:40:15,POINT(-8.606169 41.144364),POINT(-8.511903 41.192955),2014-01-07 02:40:15
20000495,1389095821620000495,2014-01-07 11:57:01,POINT(-8.617905 41.1471),POINT(-8.605593 41.144256),2014-01-07 11:57:01
20000192,1389095430620000192,2014-01-07 11:50:30,POINT(-8.606583 41.144616),POINT(-8.609949 41.160222),2014-01-07 11:50:30
20000156,1389098067620000156,2014-01-07 12:34:27,POINT(-8.602848 41.179671),POINT(-8.62587 41.157396),2014-01-07 12:34:27
20000101,1389100358620000101,2014-01-07 13:12:38,POINT(-8.627931 41.161905),POINT(-8.588646 41.166009),2014-01-07 13:12:38
20000325,1389095814620000325,2014-01-07 11:56:54,POINT(-8.612505 41.145984),POINT(-8.586036 41.148378),2014-01-07 11:56:54
20000009,1389096554620000009,2014-01-07 12:09:14,POINT(-8.62821 41.157486),POINT(-8.614449 41.16708),2014-01-07 12:09:14
20000089,1389100133620000089,2014-01-07 13:08:53,POINT(-8.649396 41.154354),POINT(-8.598933 41.145975),2014-01-07 13:08:53
20000373,1389098813620000373,2014-01-07 12:46:53,POINT(-8.60481 41.161104),POINT(-8.586135 41.150709),2014-01-07 12:46:53
20000695,1389006116620000695,2014-01-06 11:01:56,POINT(-8.591202 41.162733),POINT(-8.602038 41.179662),2014-01-06 11:01:56
20000120,1389098140620000120,2014-01-07 12:35:40,POINT(-8.620011 41.146803),POINT(-8.66736 41.148027),2014-01-07 12:35:40
20000230,1389101376620000230,2014-01-07 13:29:36,POINT(-8.600148 41.182704),POINT(-8.625555 41.15745),2014-01-07 13:29:36
20000267,1389096590620000267,2014-01-07 12:09:50,POINT(-8.602884 41.179635),POINT(-8.585739 41.148783),2014-01-07 12:09:50
20000525,1389092863620000525,2014-01-07 11:07:43,POINT(-8.591373 41.153193),POINT(-8.608599 41.143554),2014-01-07 11:07:43
20000084,1389100129620000084,2014-01-07 13:08:49,POINT(-8.609373 41.147766),POINT(-8.598798 41.149908),2014-01-07 13:08:49
20000517,1389100653620000517,2014-01-07 13:17:33,POINT(-8.606538 41.14458),POINT(-8.622423 41.147253),2014-01-07 13:17:33
20000653,1389100902620000653,2014-01-07 13:21:42,POINT(-8.630613 41.154885),POINT(-8.611056 41.153607),2014-01-07 13:21:42
20000186,1389096169620000186,2014-01-07 12:02:49,POINT(-8.627202 41.151897),POINT(-8.585667 41.148855),2014-01-07 12:02:49
20000055,1389097692620000055,2014-01-07 12:28:12,POINT(-8.651781 41.161689),POINT(-8.671536 41.172948),2014-01-07 12:28:12
20000188,1389097140620000188,2014-01-07 12:19:00,POINT(-8.584416 41.163165),POINT(-8.594037 41.16564),2014-01-07 12:19:00
20000160,1389100323620000160,2014-01-07 13:12:03,POINT(-8.585658 41.148594),POINT(-8.527725 41.108391),2014-01-07 13:12:03
20000578,1389098500620000578,2014-01-07 12:41:40,POINT(-8.619876 41.148045),POINT(-8.579961 41.158746),2014-01-07 12:41:40
20000330,1389100554620000330,2014-01-07 13:15:54,POINT(-8.605755 41.153562),POINT(-8.632422 41.153328),2014-01-07 13:15:54
20000276,1389098944620000276,2014-01-07 12:49:04,POINT(-8.602911 41.179626),POINT(-8.619696 41.167314),2014-01-07 12:49:04
20000207,1389099259620000207,2014-01-07 12:54:19,POINT(-8.646759 41.154129),POINT(-8.668548 41.148666),2014-01-07 12:54:19
20000515,1389100243620000515,2014-01-07 13:10:43,POINT(-8.608725 41.147847),POINT(-8.609391 41.160393),2014-01-07 13:10:43
20000159,1389095815620000159,2014-01-07 11:56:55,POINT(-8.629056 41.180958),POINT(-8.628903 41.180571),2014-01-07 11:56:55
20000288,1389096896620000288,2014-01-07 12:14:56,POINT(-8.621037 41.153274),POINT(-8.58708 41.147325),2014-01-07 12:14:56
20000049,1389093514620000049,2014-01-07 11:18:34,POINT(-8.60418 41.161086),POINT(-8.603514 41.168412),2014-01-07 11:18:34
20000343,1389099785620000343,2014-01-07 13:03:05,POINT(-8.645247 41.164668),POINT(-8.608815 41.154498),2014-01-07 13:03:05
20000006,1389095081620000006,2014-01-07 11:44:41,POINT(-8.619804 41.158242),POINT(-8.621487 41.156685),2014-01-07 11:44:41
20000046,1389099205620000046,2014-01-07 12:53:25,POINT(-8.613099 41.166738),POINT(-8.611461 41.147271),2014-01-07 12:53:25
20000360,1389095577620000360,2014-01-07 11:52:57,POINT(-8.599302 41.149197),POINT(-8.623224 41.156964),2014-01-07 11:52:57
20000473,1389096093620000473,2014-01-07 12:01:33,POINT(-8.582733 41.180751),POINT(-8.580843 41.18589),2014-01-07 12:01:33
20000172,1389100357620000172,2014-01-07 13:12:37,POINT(-8.674101 41.153859),POINT(-8.673912 41.154498),2014-01-07 13:12:37
20000179,1389094232620000179,2014-01-07 11:30:32,POINT(-8.60409 41.182578),POINT(-8.736678 41.35644),2014-01-07 11:30:32
20000514,1389099966620000514,2014-01-07 13:06:06,POINT(-8.596998 41.162328),POINT(-8.617518 41.142231),2014-01-07 13:06:06
20000345,1389095273620000345,2014-01-07 11:47:53,POINT(-8.662914 41.163354),POINT(-8.598771 41.158161),2014-01-07 11:47:53
20000260,1389097224620000260,2014-01-07 12:20:24,POINT(-8.56971 41.16609),POINT(-8.579736 41.159556),2014-01-07 12:20:24
20000421,1389096590620000421,2014-01-07 12:09:50,POINT(-8.58888 41.165388),POINT(-8.584209 41.148765),2014-01-07 12:09:50
20000289,1389094932620000289,2014-01-07 11:42:12,POINT(-8.649594 41.167296),POINT(-8.63019 41.165127),2014-01-07 11:42:12
20000504,1389098746620000504,2014-01-07 12:45:46,POINT(-8.628363 41.15727),POINT(-8.606007 41.144517),2014-01-07 12:45:46
20000068,1389096145620000068,2014-01-07 12:02:25,POINT(-8.620902 41.149674),POINT(-8.587701 41.17113),2014-01-07 12:02:25
20000005,1389099607620000005,2014-01-07 13:00:07,POINT(-8.593722 41.152671),POINT(-8.648487 41.155812),2014-01-07 13:00:07
20000430,1389097363620000430,2014-01-07 12:22:43,POINT(-8.561286 41.174649),POINT(-8.541765 41.164623),2014-01-07 12:22:43
20000020,1389095237620000020,2014-01-07 11:47:17,POINT(-8.604126 41.161023),POINT(-8.625492 41.169132),2014-01-07 11:47:17
20000381,1389099666620000381,2014-01-07 13:01:06,POINT(-8.619831 41.148036),POINT(-8.607816 41.147838),2014-01-07 13:01:06
20000036,1389088988620000036,2014-01-07 10:03:08,POINT(-8.663967 41.156226),POINT(-8.63586 41.140557),2014-01-07 10:03:08
20000648,1389098593620000648,2014-01-07 12:43:13,POINT(-8.625321 41.149161),POINT(-8.661483 41.190183),2014-01-07 12:43:13
20000476,1389095733620000476,2014-01-07 11:55:33,POINT(-8.619858 41.147982),POINT(-8.605431 41.150925),2014-01-07 11:55:33
20000596,1389096388620000596,2014-01-07 12:06:28,POINT(-8.615538 41.140746),POINT(-8.675775 41.149872),2014-01-07 12:06:28
20000470,1389099150620000470,2014-01-07 12:52:30,POINT(-8.627688 41.157711),POINT(-8.60751 41.144049),2014-01-07 12:52:30
20000311,1389090510620000311,2014-01-07 10:28:30,POINT(-8.593434 41.167377),POINT(-8.644851 41.158845),2014-01-07 10:28:30
20000007,1389097982620000007,2014-01-07 12:33:02,POINT(-8.627112 41.166945),POINT(-8.662788 41.181696),2014-01-07 12:33:02
20000327,1389098905620000327,2014-01-07 12:48:25,POINT(-8.585703 41.148612),POINT(-8.668872 41.176368),2014-01-07 12:48:25
20000372,1389097030620000372,2014-01-07 12:17:10,POINT(-8.625744 41.149863),POINT(-8.655741 41.151195),2014-01-07 12:17:10
20000640,1389099596620000640,2014-01-07 12:59:56,POINT(-8.584353 41.163147),POINT(-8.568243 41.161032),2014-01-07 12:59:56
20000027,1389099768620000027,2014-01-07 13:02:48,POINT(-8.606538 41.144607),POINT(-8.609949 41.16042),2014-01-07 13:02:48
20000349,1389099972620000349,2014-01-07 13:06:12,POINT(-8.625096 41.158296),POINT(-8.633358 41.178186),2014-01-07 13:06:12
20000588,1389100884620000588,2014-01-07 13:21:24,POINT(-8.630523 41.154912),POINT(-8.611947 41.154012),2014-01-07 13:21:24
20000607,1389095826620000607,2014-01-07 11:57:06,POINT(-8.627652 41.157639),POINT(-8.687196 41.217984),2014-01-07 11:57:06
20000255,1389099073620000255,2014-01-07 12:51:13,POINT(-8.580438 41.178393),POINT(-8.601885 41.17959),2014-01-07 12:51:13
20000594,1389101678620000594,2014-01-07 13:34:38,POINT(-8.627868 41.157621),POINT(-8.618751 41.15403),2014-01-07 13:34:38
20000308,1389098566620000308,2014-01-07 12:42:46,POINT(-8.604063 41.182551),POINT(-8.631081 41.154642),2014-01-07 12:42:46
20000199,1389099401620000199,2014-01-07 12:56:41,POINT(-8.681958 41.158728),POINT(-8.603946 41.182695),2014-01-07 12:56:41
20000662,1389095000620000662,2014-01-07 11:43:20,POINT(-8.620848 41.156127),POINT(-8.641737 41.156622),2014-01-07 11:43:20
20000486,1389092703620000486,2014-01-07 11:05:03,POINT(-8.639676 41.159772),POINT(-8.654238 41.180841),2014-01-07 11:05:03
20000046,1389102626620000046,2014-01-07 13:50:26,POINT(-8.630577 41.14647),POINT(-8.628147 41.158431),2014-01-07 13:50:26
20000398,1389097636620000398,2014-01-07 12:27:16,POINT(-8.605935 41.152338),POINT(-8.601336 41.168412),2014-01-07 12:27:16
20000136,1389099905620000136,2014-01-07 13:05:05,POINT(-8.617581 41.146137),POINT(-8.610759 41.146146),2014-01-07 13:05:05
20000464,1389094114620000464,2014-01-07 11:28:34,POINT(-8.594685 41.166468),POINT(-8.610642 41.148792),2014-01-07 11:28:34
20000380,1389095877620000380,2014-01-07 11:57:57,POINT(-8.602911 41.179644),POINT(-8.605746 41.210982),2014-01-07 11:57:57
20000623,1389094889620000623,2014-01-07 11:41:29,POINT(-8.581779 41.151645),POINT(-8.589456 41.157171),2014-01-07 11:41:29
20000101,1389102095620000101,2014-01-07 13:41:35,POINT(-8.649612 41.154264),POINT(-8.605467 41.125725),2014-01-07 13:41:35
20000057,1389096551620000057,2014-01-07 12:09:11,POINT(-8.580123 41.159394),POINT(-8.581176 41.159349),2014-01-07 12:09:11
20000268,1389095757620000268,2014-01-07 11:55:57,POINT(-8.605494 41.150997),POINT(-8.596188 41.153607),2014-01-07 11:55:57
20000018,1389094963620000018,2014-01-07 11:42:43,POINT(-8.676999 41.153643),POINT(-8.63901 41.162697),2014-01-07 11:42:43
20000633,1389098643620000633,2014-01-07 12:44:03,POINT(-8.585757 41.148495),POINT(-8.610714 41.148603),2014-01-07 12:44:03
20000186,1389102337620000186,2014-01-07 13:45:37,POINT(-8.613324 41.168619),POINT(-8.612892 41.168484),2014-01-07 13:45:37
20000454,1389100007620000454,2014-01-07 13:06:47,POINT(-8.624007 41.145669),POINT(-8.624718 41.137002),2014-01-07 13:06:47
20000353,1389099230620000353,2014-01-07 12:53:50,POINT(-8.613891 41.162238),POINT(-8.620695 41.150736),2014-01-07 12:53:50
20000352,1389101338620000352,2014-01-07 13:28:58,POINT(-8.644041 41.158917),POINT(-8.610012 41.156226),2014-01-07 13:28:58
20000508,1389100760620000508,2014-01-07 13:19:20,POINT(-8.585478 41.179545),POINT(-8.625069 41.158206),2014-01-07 13:19:20
20000142,1389037732620000142,2014-01-06 19:48:52,POINT(-8.619795 41.147874),POINT(-8.650053 41.153481),2014-01-06 19:48:52
20000137,1389098768620000137,2014-01-07 12:46:08,POINT(-8.606484 41.144733),POINT(-8.551809 41.105169),2014-01-07 12:46:08
20000651,1389100269620000651,2014-01-07 13:11:09,POINT(-8.631441 41.098941),POINT(-8.655795 41.073093),2014-01-07 13:11:09
20000591,1389094504620000591,2014-01-07 11:35:04,POINT(-8.630613 41.154903),POINT(-8.687754 41.168718),2014-01-07 11:35:04
